Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Cells,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count
mult8_cgp14ep_ep13107_wc324_2_wtmrca,1,0,165,48,102,0,1,0,317,1926,73,40
mult8_cgp14ep_ep65536_wc1786_wtmcla,56,20,92,53,57,25,25,33,361,3048,26,12
mult8_cgp14ep_ep42598_wc248_wtmrca,9,1,144,48,82,0,0,1,285,1951,61,26
mult8_cgp14ep_ep64716_wc1877_csamrca,29,16,72,29,58,14,12,13,243,2013,23,10
mult8_cgp14ep_ep19660_wc302_csamrca,3,0,151,46,94,0,0,2,296,1867,64,18
mult8_cgp14ep_ep13107_wc688_wtmcsa,9,7,183,60,106,0,0,2,367,2441,75,40
mult8_cgp14ep_ep42598_wc2432_wtmrca,4,1,148,50,83,2,1,1,290,1956,58,24
mult8_cgp14ep_ep26214_wc120_rcam,1,0,154,51,91,0,0,2,299,1874,62,8
mult8_cgp14ep_ep65536_wc393_wtmrca,24,4,110,39,67,5,2,4,255,2023,47,20
mult8_cgp14ep_ep64716_wc17538_wtmcla,58,39,63,50,40,42,42,43,377,3137,4,2
mult8_cgp14ep_ep63078_wc473_csamrca,18,7,106,37,62,17,10,13,270,1946,38,14
mult8_cgp14ep_ep63897_wc42_rcam,5,0,149,41,92,2,1,3,293,1888,69,8
mult8_cgp14ep_ep26214_wc1_wtmcla,23,7,198,63,117,13,7,16,444,2898,88,38
mult8_cgp14ep_ep64716_wc1503_csamcsa,21,20,87,43,56,8,15,14,264,2174,26,8
mult8_cgp14ep_ep13107_wc328_rcam,0,0,162,50,101,0,0,0,313,1851,74,16
mult8_cgp14ep_ep13107_wc60_rcam,1,0,159,48,97,0,0,2,307,1848,70,10
mult8_cgp14ep_ep13107_wc10_3_wtmrca,0,0,164,48,101,0,0,1,314,1926,77,36
mult8_cgp14ep_ep32768_wc5598_csamcsa,5,6,150,54,82,2,1,1,301,2053,48,10
mult8_cgp14ep_ep49152_wc132_csamcsa,2,4,148,52,89,2,3,2,302,2058,58,20
mult8_cgp14ep_ep49152_wc2_4_csamcsa,1,5,172,53,102,0,0,0,333,2012,76,22
mult8_cgp14ep_ep63897_wc14_2_csamcsa,4,6,162,50,96,1,0,2,321,2044,73,20
mult8_cgp14ep_ep64716_wc60931_csamcsa,45,32,44,31,20,25,35,30,262,2266,0,0
mult8_cgp14ep_ep62259_wc13_csamcsa,1,6,161,51,97,2,0,0,318,2028,72,20
mult8_cgp14ep_ep26214_wc610_csamcsa,2,7,159,53,90,2,0,0,313,2033,60,16
mult8_cgp14ep_ep32768_wc48_wtmcla,23,6,185,70,97,9,6,15,411,2935,67,32
mult8_cgp14ep_ep42598_wc3_3_rcam,0,0,165,48,102,0,0,0,315,1849,76,14
mult8_cgp14ep_ep32768_wc1152_wtmcsa,8,9,190,58,112,4,3,1,385,2454,84,40
mult8_cgp14ep_ep55705_wc5288_wtmrca,23,12,107,61,41,3,4,1,252,2030,13,6
mult8_cgp14ep_ep64716_wc5696_wtmrca,37,19,64,37,35,15,16,15,238,2103,14,18
mult8_cgp14ep_ep64716_wc10786_csamcsa,35,34,44,32,44,21,23,18,251,2212,7,4
mult8_cgp14ep_ep32768_wc1144_csamrca,2,0,146,46,89,1,0,0,284,1877,56,20
mult8_cgp14ep_ep65536_wc7_4_csamrca,2,1,160,50,97,0,0,1,311,1852,73,20
mult8_cgp14ep_ep19660_wc2372_csamcsa,1,4,162,54,96,1,0,0,318,2037,64,22
mult8_cgp14ep_ep65536_wc8881_wtmcsa,54,31,64,40,37,31,31,28,316,2674,5,4
mult8_cgp14ep_ep55705_wc104_2_wtmcsa,10,8,173,60,95,2,3,2,353,2480,70,30
mult8_cgp14ep_ep55705_wc497_csamrca,13,3,127,47,63,5,2,2,262,1934,43,14
mult8_cgp14ep_ep65536_wc65_csamrca,9,4,140,45,89,3,0,0,290,1882,67,16
mult8_cgp14ep_ep63078_wc968_3_wtmcsa,41,12,115,56,62,10,5,2,303,2563,39,18
mult8_cgp14ep_ep64716_wc769_wtmcsa,54,12,106,44,65,15,5,11,312,2588,34,26
mult8_cgp14ep_ep63897_wc489_rcam,15,5,112,45,67,9,8,6,267,1957,40,6
mult8_cgp14ep_ep32768_wc1936_wtmcsa,12,13,168,53,99,6,6,3,360,2483,62,38
mult8_cgp14ep_ep19660_wc672_2_csamrca,3,0,151,49,91,1,1,1,297,1877,59,18
mult8_cgp14ep_ep62259_wc6784_csamcsa,29,16,86,57,32,11,16,12,259,2180,6,4
mult8_cgp14ep_ep63078_wc24704_rcam,35,23,58,46,12,23,20,12,229,2008,0,0
mult8_cgp14ep_ep49152_wc92_csamcsa,5,6,153,52,85,1,2,0,304,2056,61,18
mult8_cgp14ep_ep63897_wc105_csamcsa,8,10,134,50,81,2,4,2,291,2054,57,16
mult8_cgp14ep_ep19660_wc5_csamcsa,0,4,172,54,102,0,0,0,332,2011,76,24
mult8_cgp14ep_ep55705_wc606_rcam,12,5,120,47,66,8,5,8,271,1916,38,4
mult8_cgp14ep_ep19660_wc2592_csamcsa,1,4,154,51,93,4,0,1,308,2029,66,14
mult8_cgp14ep_ep64716_wc9_wtmcsa,10,8,181,60,105,3,1,1,369,2474,82,36
mult8_cgp14ep_ep64716_wc10496_wtmrca,34,19,52,38,26,28,21,24,242,2131,1,6
mult8_cgp14ep_ep26214_wc3_csamcsa,1,4,172,53,102,0,0,0,332,2014,76,24
mult8_cgp14ep_ep62259_wc3_4_csamrca,0,0,165,49,102,0,0,0,316,1840,76,22
mult8_cgp14ep_ep19660_wc600_rcam,3,0,156,48,98,0,0,0,305,1855,64,14
mult8_cgp14ep_ep42598_wc21440_wtmcla,32,13,144,64,96,16,16,13,394,2935,49,20
mult8_cgp14ep_ep32768_wc6798_csamcsa,3,0,143,49,90,5,0,3,293,2060,58,16
mult8_cgp14ep_ep26214_wc1668_wtmcsa,12,9,171,54,97,7,6,4,360,2478,67,34
mult8_cgp14ep_ep42598_wc1822_csamrca,4,1,128,48,75,5,0,4,265,1905,46,8
mult8_cgp14ep_ep42598_wc694_wtmcla,29,10,149,63,81,12,12,11,367,2941,50,20
mult8_cgp14ep_ep63078_wc307_wtmrca,21,3,112,40,68,3,5,4,256,2018,52,22
mult8_cgp14ep_ep62259_wc54_wtmrca,8,2,143,43,86,1,0,0,283,1971,66,28
mult8_cgp14ep_ep55705_wc4_5_csamcsa,1,5,171,54,101,0,1,1,334,2018,76,22
mult8_cgp14ep_ep32768_wc288_3_csamcsa,4,5,153,52,88,3,1,0,306,2057,58,18
mult8_cgp14ep_ep19660_wc596_wtmcla,29,6,183,72,103,4,11,4,412,2937,66,40
mult8_cgp14ep_ep13107_wc32_2_wtmcsa,6,7,182,61,104,1,0,2,363,2438,78,34
mult8_cgp14ep_ep55705_wc36818_rcam,25,10,92,54,30,12,7,13,243,1963,7,0
mult8_cgp14ep_ep13107_wc672_2_wtmrca,0,0,165,48,101,0,0,0,314,1930,71,40
mult8_cgp14ep_ep62259_wc32259_csamcsa,23,22,71,50,22,23,19,26,256,2198,1,0
mult8_cgp14ep_ep64716_wc60930_csamcsa,45,27,45,37,25,20,32,23,254,2214,1,0
mult8_cgp14ep_ep62259_wc43_2_rcam,4,2,142,45,90,1,2,2,288,1892,67,8
mult8_cgp14ep_ep13107_wc68_wtmcla,25,9,190,66,101,10,7,9,417,2895,71,38
mult8_cgp14ep_ep65536_wc203_wtmcla,39,10,135,59,83,13,10,13,362,2981,56,26
mult8_cgp14ep_ep49152_wc1324_rcam,7,6,128,45,77,3,3,0,269,1909,43,14
mult8_cgp14ep_ep64716_wc317_2_csamcsa,18,8,122,45,72,11,2,6,284,2094,47,16
mult8_cgp14ep_ep63078_wc8522_rcam,29,14,75,42,27,14,24,17,242,2030,3,8
mult8_cgp14ep_ep49152_wc99_rcam,4,4,142,44,87,2,3,3,289,1894,62,10
mult8_cgp14ep_ep26214_wc26784_wtmcsa,17,6,164,56,92,4,7,5,351,2488,61,30
mult8_cgp14ep_ep62259_wc485_csamcsa,22,11,111,51,63,4,7,6,275,2116,40,12
mult8_cgp14ep_ep32768_wc416_wtmcla,19,7,167,68,96,12,11,8,388,2925,60,28
mult8_cgp14ep_ep49152_wc9426_wtmcla,30,17,138,55,75,18,21,22,376,2988,40,26
mult8_cgp14ep_ep32768_wc1978_wtmrca,6,0,142,51,78,0,2,2,281,1955,53,18
mult8_cgp14ep_ep63897_wc5242_wtmcsa,41,25,80,51,31,24,35,23,310,2622,10,8
mult8_cgp14ep_ep63897_wc31362_wtmcla,48,42,69,53,37,34,38,33,354,3083,1,2
mult8_cgp14ep_ep49152_wc4818_wtmrca,23,9,114,53,54,7,3,4,267,2004,31,10
mult8_cgp14ep_ep49152_wc32_csamcsa,3,6,157,52,94,0,0,2,314,2041,69,20
mult8_cgp14ep_ep32768_wc3270_csamcsa,10,6,146,55,80,2,0,2,301,2073,50,8
mult8_cgp14ep_ep49152_wc246_2_csamrca,11,1,136,49,80,3,0,2,282,1891,56,14
mult8_cgp14ep_ep42598_wc7_csamcsa,0,4,166,53,99,0,0,1,323,2025,74,20
mult8_cgp14ep_ep64716_wc39_wtmrca,8,1,142,44,89,1,1,0,286,1958,69,30
mult8_cgp14ep_ep19660_wc482_csamrca,5,0,149,48,87,0,2,1,292,1869,61,12
mult8_cgp14ep_ep64716_wc32261_wtmcla,59,42,68,48,32,40,42,39,370,3124,1,0
mult8_cgp14ep_ep19660_wc7_csamcsa,0,4,171,54,103,0,0,1,333,2015,76,22
mult8_cgp14ep_ep42598_wc6792_rcam,5,4,142,44,88,0,1,0,284,1875,54,10
mult8_cgp14ep_ep55705_wc620_wtmcsa,15,11,136,59,69,6,7,7,310,2522,47,20
mult8_cgp14ep_ep63078_wc203_wtmrca,18,1,118,38,73,3,3,1,255,1990,53,22
mult8_cgp14ep_ep63078_wc739_wtmrca,33,4,102,36,57,8,3,9,252,2055,40,20
mult8_cgp14ep_ep62259_wc33285_wtmcla,65,30,83,63,33,33,31,28,366,3073,1,2
mult8_cgp14ep_ep13107_wc1080_wtmrca,0,1,164,48,101,1,0,0,315,1918,71,38
mult8_cgp14ep_ep63078_wc83_wtmcsa,30,6,141,53,83,2,4,5,324,2478,60,28
mult8_cgp14ep_ep49152_wc29826_wtmcsa,28,9,131,55,75,7,7,7,319,2519,35,22
mult8_cgp14ep_ep65536_wc13797_csamrca,28,25,38,33,37,27,37,21,246,2074,4,2
mult8_cgp14ep_ep26214_wc3_2_wtmcla,20,4,204,72,117,7,6,8,438,2876,83,38
mult8_cgp14ep_ep49152_wc9_csamrca,2,0,156,46,98,0,2,1,305,1854,73,22
mult8_cgp14ep_ep42598_wc23_csamrca,2,1,152,48,94,1,0,0,298,1854,70,20
mult8_cgp14ep_ep49152_wc24698_csamrca,12,3,119,51,61,6,6,7,265,1939,30,2
mult8_cgp14ep_ep49152_wc246_wtmrca,9,2,138,44,80,4,0,0,277,1975,56,30
mult8_cgp14ep_ep62259_wc12288_rcam,30,16,68,44,23,15,19,21,236,2007,1,6
mult8_cgp14ep_ep63897_wc395_wtmcla,46,8,134,58,80,18,13,10,367,3010,46,24
mult8_cgp14ep_ep13107_wc2564_csamcsa,2,3,171,54,102,0,0,1,333,2011,73,26
mult8_cgp14ep_ep19660_wc848_wtmrca,3,0,158,47,96,0,0,0,304,1939,69,36
mult8_cgp14ep_ep63897_wc53_2_wtmcsa,11,10,165,53,93,2,1,0,335,2505,70,30
mult8_cgp14ep_ep32768_wc17088_rcam,0,0,150,46,97,1,0,0,294,1877,67,16
mult8_cgp14ep_ep32768_wc1408_rcam,3,1,144,48,86,1,2,1,286,1871,55,4
mult8_cgp14ep_ep65536_wc8872_wtmrca,37,24,54,36,29,18,23,24,245,2128,2,6
mult8_cgp14ep_ep63897_wc52_2_csamcsa,7,7,147,50,90,1,0,5,307,2059,66,18
mult8_cgp14ep_ep63078_wc1584_csamrca,25,13,89,40,53,10,8,10,248,2009,23,14
mult8_cgp14ep_ep32768_wc36_csamrca,1,0,154,52,91,0,0,0,298,1862,68,18
mult8_cgp14ep_ep26214_wc950_wtmcsa,14,12,165,56,89,5,4,3,348,2483,59,34
mult8_cgp14ep_ep19660_wc14336_wtmrca,4,1,160,47,97,0,1,0,310,1937,69,38
mult8_cgp14ep_ep55705_wc286_rcam,13,1,130,49,71,4,4,4,276,1899,49,6
mult8_cgp14ep_ep55705_wc53_wtmrca,4,0,142,44,86,0,1,1,278,1954,66,28
mult8_cgp14ep_ep26214_wc1800_wtmrca,2,1,154,51,89,1,1,0,299,1944,61,32
mult8_cgp14ep_ep42598_wc25626_csamrca,4,2,137,43,88,2,1,2,279,1908,58,18
mult8_cgp14ep_ep42598_wc11_4_wtmcsa,7,10,182,60,106,3,1,1,370,2491,83,36
mult8_cgp14ep_ep63078_wc6753_wtmcla,63,25,88,56,38,25,31,27,353,3054,11,8
mult8_cgp14ep_ep26214_wc548_csamrca,4,0,151,47,91,0,1,1,295,1865,64,20
mult8_cgp14ep_ep32768_wc2944_csamrca,5,2,135,49,78,4,0,2,275,1894,52,10
mult8_cgp14ep_ep49152_wc204_wtmcsa,15,9,164,63,88,3,1,1,344,2496,64,26
mult8_cgp14ep_ep49152_wc1204_wtmcsa,18,8,157,60,78,4,4,7,336,2503,50,26
mult8_cgp14ep_ep26214_wc3172_wtmrca,2,1,156,49,92,0,2,1,303,1933,63,40
mult8_cgp14ep_ep63078_wc1460_csamcsa,27,20,101,43,49,4,9,14,267,2156,21,10
mult8_cgp14ep_ep62259_wc43_2_csamcsa,7,7,150,49,90,3,0,4,310,2059,64,18
mult8_cgp14ep_ep49152_wc2022_wtmcla,44,13,138,64,72,10,13,13,367,2986,39,18
mult8_cgp14ep_ep32768_wc252_wtmcla,33,12,164,67,87,10,8,7,388,2914,58,30
mult8_cgp14ep_ep32768_wc4_5_wtmcla,14,3,202,67,115,6,5,5,417,2899,82,38
mult8_cgp14ep_ep49152_wc388_rcam,11,2,131,49,69,6,5,5,278,1890,46,6
mult8_cgp14ep_ep26214_wc9720_wtmcla,14,6,175,70,110,14,12,12,413,2935,69,32
mult8_cgp14ep_ep42598_wc19348_wtmrca,15,6,124,54,58,6,6,2,271,1986,30,16
mult8_cgp14ep_ep63078_wc1882_wtmrca,32,11,91,42,44,9,5,10,244,2043,25,12
mult8_cgp14ep_ep63897_wc32261_csamcsa,41,22,61,46,20,17,18,27,252,2209,0,2
mult8_cgp14ep_ep62259_wc1863_wtmrca,32,12,97,38,39,4,8,11,241,2041,23,14
mult8_cgp14ep_ep42598_wc21730_wtmcsa,20,8,146,52,81,8,10,11,336,2516,49,30
mult8_cgp14ep_ep32768_wc250_csamrca,4,3,141,50,81,1,2,3,285,1892,53,12
mult8_cgp14ep_ep13107_wc32_5_wtmrca,0,0,167,49,103,0,0,0,319,1919,75,40
mult8_cgp14ep_ep55705_wc98_csamcsa,7,8,144,50,81,2,3,4,299,2082,60,16
mult8_cgp14ep_ep13107_wc520_wtmcla,19,9,186,70,106,10,8,14,422,2903,70,40
mult8_cgp14ep_ep64716_wc36866_csamrca,30,30,43,32,21,18,27,23,224,2045,0,0
mult8_cgp14ep_ep63897_wc16003_csamcsa,36,33,50,45,20,24,27,24,259,2216,1,0
mult8_cgp14ep_ep63078_wc491_rcam,16,11,109,41,69,4,8,5,263,1949,38,6
mult8_cgp14ep_ep13107_wc408_wtmrca,1,0,167,48,102,0,0,1,319,1919,72,40
mult8_cgp14ep_ep63078_wc54_4_wtmcsa,10,8,166,54,99,2,4,3,346,2500,81,30
mult8_cgp14ep_ep13107_wc244_2_wtmcla,19,14,182,72,111,8,5,6,417,2898,70,40
mult8_cgp14ep_ep13107_wc208_csamcsa,0,3,166,50,105,0,0,1,325,2017,74,26
mult8_cgp14ep_ep32768_wc34048_wtmrca,3,2,152,50,85,2,0,0,294,1948,52,38
mult8_cgp14ep_ep64716_wc13830_csamcsa,36,31,50,16,27,33,25,35,253,2226,2,6
mult8_cgp14ep_ep63078_wc1502_wtmrca,26,10,99,38,52,5,8,7,245,2046,28,14
mult8_cgp14ep_ep32768_wc11_2_wtmrca,1,0,160,47,100,1,0,0,309,1932,76,36
mult8_cgp14ep_ep55705_wc2314_wtmrca,19,3,124,48,72,0,1,1,268,2001,47,24
mult8_cgp14ep_ep62259_wc4576_wtmcsa,48,17,100,55,40,12,8,16,296,2604,14,12
mult8_cgp14ep_ep13107_wc1_wtmcsa,2,9,197,61,112,2,0,5,388,2440,85,40
mult8_cgp14ep_ep26214_wc22_4_wtmcla,18,3,194,68,107,10,8,7,415,2922,74,34
mult8_cgp14ep_ep65536_wc255_rcam,11,4,121,38,70,8,8,8,268,1944,53,2
mult8_cgp14ep_ep63897_wc1871_csamcsa,15,11,95,50,49,15,17,14,266,2174,21,8
mult8_cgp14ep_ep49152_wc1_rcam,0,0,167,49,103,0,0,0,319,1840,77,14
mult8_cgp14ep_ep62259_wc614_wtmcla,45,14,136,64,70,11,15,20,375,2991,43,22
mult8_cgp14ep_ep19660_wc4364_csamrca,3,0,152,47,93,1,0,2,298,1869,62,20
mult8_cgp14ep_ep49152_wc6604_csamcsa,8,6,129,49,76,4,5,6,283,2062,32,22
mult8_cgp14ep_ep55705_wc4_5_rcam,1,0,162,48,101,0,0,0,312,1848,77,12
mult8_cgp14ep_ep13107_wc18_wtmrca,1,0,163,48,99,1,0,0,312,1923,73,36
mult8_cgp14ep_ep49152_wc34_wtmcsa,5,9,170,61,98,2,1,4,350,2484,76,32
mult8_cgp14ep_ep42598_wc38362_wtmrca,10,2,132,48,70,4,4,3,273,1999,43,16
mult8_cgp14ep_ep19660_wc3072_2_wtmcla,21,12,189,66,103,7,8,12,418,2907,69,44
mult8_cgp14ep_ep26214_wc18432_csamrca,2,0,157,47,99,0,1,0,306,1859,69,26
mult8_cgp14ep_ep26214_wc4128_wtmrca,6,1,153,48,91,0,0,0,299,1952,62,36
mult8_cgp14ep_ep55705_wc25502_wtmrca,33,5,101,55,35,2,11,9,251,2045,7,4
mult8_cgp14ep_ep42598_wc21120_rcam,2,1,141,46,87,2,1,1,281,1882,54,18
mult8_cgp14ep_ep64716_wc8726_csamcsa,34,30,64,36,33,27,17,17,258,2209,1,2
mult8_cgp14ep_ep63897_wc494_wtmcsa,30,9,124,52,73,11,7,6,312,2562,51,24
mult8_cgp14ep_ep32768_wc224_wtmrca,5,0,145,47,82,1,2,1,283,1933,56,32
mult8_cgp14ep_ep26214_wc1584_rcam,0,0,159,47,100,0,0,0,306,1868,68,14
mult8_cgp14ep_ep63078_wc25088_wtmcsa,50,22,77,61,31,21,22,31,315,2612,1,0
mult8_cgp14ep_ep13107_wc76_2_wtmcla,21,9,196,71,107,5,5,8,422,2894,73,40
mult8_cgp14ep_ep65536_wc1496_wtmcsa,45,16,87,43,52,19,17,13,292,2611,29,14
mult8_cgp14ep_ep19660_wc88_csamcsa,0,4,166,53,99,0,0,0,322,2014,63,26
mult8_cgp14ep_ep19660_wc3400_csamcsa,2,4,163,54,98,0,0,0,321,2046,62,24
mult8_cgp14ep_ep19660_wc64_3_csamrca,2,0,158,49,95,0,1,0,305,1859,68,20
mult8_cgp14ep_ep64716_wc497_csamcsa,18,13,109,47,63,5,6,15,276,2102,41,12
mult8_cgp14ep_ep63897_wc43_csamrca,6,2,140,43,89,2,6,4,292,1880,67,18
mult8_cgp14ep_ep13107_wc5124_wtmcsa,7,7,179,59,101,4,3,7,367,2447,73,38
mult8_cgp14ep_ep13107_wc852_wtmcsa,10,11,175,56,99,3,5,7,366,2466,71,38
mult8_cgp14ep_ep64716_wc3561_csamcsa,25,19,70,45,38,21,26,15,259,2196,14,6
mult8_cgp14ep_ep26214_wc20_4_wtmcla,15,8,189,72,102,13,4,7,410,2891,74,36
mult8_cgp14ep_ep49152_wc3_3_wtmcsa,4,8,192,62,112,4,1,3,386,2465,86,38
mult8_cgp14ep_ep65536_wc163_csamrca,17,3,123,42,74,8,4,4,275,1932,51,18
mult8_cgp14ep_ep64716_wc17088_csamrca,28,29,41,31,34,25,19,21,228,2070,0,2
mult8_cgp14ep_ep26214_wc582_2_wtmcsa,11,7,169,63,91,2,4,4,351,2491,64,28
mult8_cgp14ep_ep65536_wc9_csamrca,2,2,156,47,98,1,0,2,308,1864,73,24
mult8_cgp14ep_ep63078_wc20992_wtmcsa,43,23,67,53,35,31,23,32,307,2634,1,2
mult8_cgp14ep_ep19660_wc420_csamrca,0,0,158,50,96,0,0,0,304,1842,62,24
mult8_cgp14ep_ep63897_wc4418_wtmcsa,51,25,83,45,43,21,22,15,305,2594,14,8
mult8_cgp14ep_ep32768_wc24_csamcsa,3,5,164,53,95,0,1,1,322,2025,69,18
mult8_cgp14ep_ep62259_wc1_wtmcsa,2,9,191,65,117,3,1,0,388,2434,89,38
mult8_cgp14ep_ep55705_wc12618_wtmrca,36,10,95,62,28,17,9,6,263,2060,2,6
mult8_cgp14ep_ep65536_wc496_rcam,18,7,102,36,63,8,9,10,253,1939,40,4
mult8_cgp14ep_ep64716_wc9891_wtmcla,65,38,74,48,36,40,33,28,362,3092,1,6
mult8_cgp14ep_ep19660_wc34_3_wtmcla,19,11,185,71,112,5,8,9,420,2908,74,34
mult8_cgp14ep_ep32768_wc316_wtmcsa,11,11,167,69,83,6,0,1,348,2477,62,26
mult8_cgp14ep_ep19660_wc40_3_csamrca,2,0,157,48,95,1,0,1,304,1851,70,20
mult8_cgp14ep_ep49152_wc2330_2_wtmcla,41,11,139,67,65,12,18,16,369,2956,36,14
mult8_cgp14ep_ep65536_wc13832_csamcsa,40,27,30,33,28,21,36,33,248,2233,0,0
mult8_cgp14ep_ep49152_wc130_3_wtmcla,20,8,177,69,97,13,10,8,402,2932,67,30
mult8_cgp14ep_ep65536_wc963_wtmcsa,35,16,107,46,63,15,15,13,310,2587,35,18
mult8_cgp14ep_ep19660_wc8448_wtmcsa,9,7,185,52,109,10,3,3,378,2458,81,40
mult8_cgp14ep_ep64716_wc317_2_rcam,15,10,117,39,69,5,3,7,265,1923,48,6
mult8_cgp14ep_ep26214_wc3_5_wtmrca,0,0,172,48,109,0,0,0,329,1908,83,38
mult8_cgp14ep_ep55705_wc6483_rcam,16,6,97,57,39,8,8,11,242,1964,12,6
mult8_cgp14ep_ep62259_wc131_2_wtmcsa,18,12,142,49,86,5,8,6,326,2535,57,26
mult8_cgp14ep_ep55705_wc31120_wtmrca,24,4,112,55,56,2,3,3,259,2018,31,4
mult8_cgp14ep_ep19660_wc8456_wtmcsa,14,5,181,55,105,8,6,3,377,2467,76,40
mult8_cgp14ep_ep13107_wc226_wtmcla,19,7,194,66,104,9,6,13,418,2903,72,36
mult8_cgp14ep_ep62259_wc4_2_rcam,1,0,163,48,99,0,1,0,312,1856,75,12
mult8_cgp14ep_ep42598_wc82_wtmcla,18,12,177,68,103,9,8,6,401,2894,69,36
mult8_cgp14ep_ep13107_wc180_csamrca,2,0,155,49,96,0,0,1,303,1851,66,24
mult8_cgp14ep_ep26214_wc20_3_csamrca,2,0,157,49,95,1,0,0,304,1853,71,22
mult8_cgp14ep_ep64716_wc4521_wtmcla,57,39,70,48,45,42,30,28,359,3086,9,12
mult8_cgp14ep_ep42598_wc286_rcam,4,2,144,41,90,1,2,2,286,1891,62,8
mult8_cgp14ep_ep62259_wc16002_3_wtmcsa,52,20,78,64,21,25,29,21,310,2579,0,4
mult8_cgp14ep_ep13107_wc576_2_csamcsa,1,4,168,53,101,1,0,1,329,2017,69,26
mult8_cgp14ep_ep63897_wc5_2_rcam,1,2,160,47,100,0,0,0,310,1859,75,12
mult8_cgp14ep_ep62259_wc11_2_wtmcla,22,6,185,62,114,14,9,3,415,2902,79,36
mult8_cgp14ep_ep32768_wc2350_wtmcsa,14,10,156,61,88,9,4,3,345,2502,56,26
mult8_cgp14ep_ep63897_wc1201_wtmcsa,39,16,100,46,59,17,10,17,304,2612,33,20
mult8_cgp14ep_ep64716_wc12642_csamrca,32,20,51,30,26,21,25,32,237,2059,3,0
mult8_cgp14ep_ep42598_wc562_csamcsa,7,6,142,52,80,1,2,4,294,2069,48,16
mult8_cgp14ep_ep19660_wc66_wtmrca,3,0,156,47,95,1,0,1,303,1937,70,32
mult8_cgp14ep_ep55705_wc197_rcam,7,5,132,49,75,2,4,3,277,1909,54,6
mult8_cgp14ep_ep55705_wc6664_csamrca,20,7,113,40,71,2,7,4,264,1950,39,12
mult8_cgp14ep_ep32768_wc5840_csamcsa,7,6,146,57,83,0,0,0,299,2062,46,12
mult8_cgp14ep_ep42598_wc9920_csamcsa,6,4,135,48,86,2,3,4,288,2073,52,18
mult8_cgp14ep_ep64716_wc32004_wtmcla,45,43,58,44,44,44,44,50,372,3127,1,0
mult8_cgp14ep_ep55705_wc164_3_wtmrca,8,4,135,44,79,0,1,5,276,1992,57,28
mult8_cgp14ep_ep49152_wc22018_wtmcsa,26,13,120,69,53,12,17,8,318,2542,15,14
mult8_cgp14ep_ep26214_wc50_3_rcam,1,0,156,51,93,0,0,1,302,1864,66,8
mult8_cgp14ep_ep62259_wc4418_wtmcsa,53,16,76,49,43,21,23,28,309,2617,10,10
mult8_cgp14ep_ep64716_wc2884_csamcsa,24,26,78,37,41,15,15,14,250,2184,15,6
mult8_cgp14ep_ep63078_wc5702_wtmrca,40,9,76,54,29,9,13,8,238,2091,9,8
mult8_cgp14ep_ep64716_wc7_3_wtmcla,20,6,187,74,115,7,5,4,418,2907,80,38
mult8_cgp14ep_ep62259_wc496_csamcsa,18,10,114,50,65,11,5,7,280,2076,38,12
mult8_cgp14ep_ep63897_wc32258_2_rcam,38,23,63,39,19,10,20,20,232,2037,0,0
mult8_cgp14ep_ep32768_wc17_csamcsa,5,5,165,54,97,0,0,1,327,2025,72,20
mult8_cgp14ep_ep13107_wc396_rcam,0,0,159,48,100,0,1,1,309,1866,71,14
mult8_cgp14ep_ep13107_wc256_2_csamcsa,3,5,163,54,96,1,0,0,322,2034,66,18
mult8_cgp14ep_ep26214_wc2688_rcam,0,0,152,46,92,1,1,3,295,1873,60,16
mult8_cgp14ep_ep55705_wc13474_wtmcla,43,27,115,75,50,19,24,22,375,3025,12,8
mult8_cgp14ep_ep64716_wc621_csamcsa,31,9,102,40,62,12,12,16,284,2126,37,10
mult8_cgp14ep_ep32768_wc7128_wtmcsa,15,14,161,55,93,9,4,5,356,2496,58,38
mult8_cgp14ep_ep63078_wc1880_csamrca,28,5,102,43,50,8,9,10,255,1960,24,8
mult8_cgp14ep_ep26214_wc20_csamcsa,1,5,166,56,96,0,1,0,325,2040,70,20
mult8_cgp14ep_ep63897_wc48642_wtmrca,44,25,58,35,17,25,19,16,239,2118,0,0
mult8_cgp14ep_ep13107_wc8_rcam,1,0,162,50,98,0,0,0,311,1846,73,10
mult8_cgp14ep_ep55705_wc3_5_wtmcsa,5,7,191,65,113,2,1,0,384,2441,87,38
mult8_cgp14ep_ep63078_wc199_rcam,17,4,115,35,74,5,7,6,263,1934,51,6
mult8_cgp14ep_ep19660_wc2432_wtmcla,26,9,181,66,101,14,3,12,412,2910,70,40
mult8_cgp14ep_ep19660_wc9392_csamrca,2,0,146,48,92,1,0,0,289,1867,59,18
mult8_cgp14ep_ep26214_wc938_wtmrca,4,0,157,50,88,0,0,2,301,1942,62,30
mult8_cgp14ep_ep49152_wc164_wtmcla,31,9,161,57,92,14,9,14,387,2924,58,28
mult8_cgp14ep_ep63078_wc32290_wtmcla,57,30,84,76,33,39,25,28,372,3062,1,0
mult8_cgp14ep_ep42598_wc5522_csamrca,8,5,124,53,68,4,3,2,267,1926,34,8
mult8_cgp14ep_ep65536_wc1861_wtmcsa,42,21,77,41,54,22,19,28,304,2619,25,16
