Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Cells,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count
mult8_cgp14ep_ep26214_wc90_csamrca,1,0,154,48,90,0,0,0,293,1862,65,22
mult8_cgp14ep_ep13107_wc8484_wtmcla,18,10,186,63,108,9,11,13,418,2928,72,42
mult8_cgp14ep_ep49152_wc11_wtmrca,1,0,160,48,100,0,0,0,309,1934,76,34
mult8_cgp14ep_ep63897_wc67_3_csamcsa,7,8,148,46,87,6,2,6,310,2072,62,20
mult8_cgp14ep_ep64716_wc614_csamcsa,23,8,109,45,58,6,7,13,269,2131,32,12
mult8_cgp14ep_ep64716_wc34_rcam,5,2,144,43,90,0,3,2,289,1883,68,8
mult8_cgp14ep_ep62259_wc496_3_wtmcsa,23,9,149,59,81,2,2,4,329,2521,59,24
mult8_cgp14ep_ep42598_wc2526_csamcsa,2,8,153,50,89,0,0,3,305,2065,61,16
mult8_cgp14ep_ep65536_wc9920_wtmrca,39,22,43,43,31,19,17,31,245,2141,2,4
mult8_cgp14ep_ep42598_wc768_2_wtmcla,21,12,173,67,97,11,7,7,395,2951,65,36
mult8_cgp14ep_ep62259_wc8524_rcam,38,17,70,46,36,12,11,10,240,1996,1,6
mult8_cgp14ep_ep63897_wc496_rcam,15,10,97,38,62,8,8,17,255,1963,40,4
mult8_cgp14ep_ep13107_wc2336_wtmrca,0,1,163,48,99,0,0,0,311,1921,68,40
mult8_cgp14ep_ep19660_wc4096_wtmrca,3,2,159,50,95,1,0,0,310,1928,65,36
mult8_cgp14ep_ep62259_wc32322_wtmrca,38,14,73,58,20,15,8,19,245,2096,0,0
mult8_cgp14ep_ep32768_wc4160_wtmcsa,16,5,158,57,92,9,4,3,344,2501,58,28
mult8_cgp14ep_ep62259_wc248_wtmcsa,17,10,128,44,73,11,9,9,301,2547,51,24
mult8_cgp14ep_ep32768_wc494_wtmcsa,17,7,153,61,84,3,7,6,338,2500,58,22
mult8_cgp14ep_ep49152_wc7_wtmcla,15,6,185,65,107,15,14,4,411,2923,78,38
mult8_cgp14ep_ep64716_wc2912_csamrca,24,20,66,35,47,15,15,14,236,2006,13,6
mult8_cgp14ep_ep65536_wc84_csamcsa,8,10,144,52,83,3,2,3,305,2089,61,16
mult8_cgp14ep_ep19660_wc560_rcam,1,1,158,47,99,0,0,0,306,1876,70,14
mult8_cgp14ep_ep42598_wc1810_csamrca,13,2,131,47,70,3,2,6,274,1908,39,8
mult8_cgp14ep_ep49152_wc760_wtmcla,35,11,153,68,73,10,12,13,375,2980,41,22
mult8_cgp14ep_ep55705_wc6962_csamrca,11,5,105,46,50,9,5,4,235,1957,20,8
mult8_cgp14ep_ep19660_wc48_3_csamcsa,3,5,165,55,92,0,0,1,321,2015,67,16
mult8_cgp14ep_ep13107_wc200_csamrca,1,2,156,46,99,0,1,0,305,1863,66,26
mult8_cgp14ep_ep65536_wc397_3_wtmrca,24,3,109,39,66,4,4,2,251,2008,48,20
mult8_cgp14ep_ep49152_wc25136_wtmcla,33,18,147,60,77,18,15,16,384,2967,36,24
mult8_cgp14ep_ep65536_wc8835_wtmrca,36,21,44,33,29,23,21,33,240,2141,3,4
mult8_cgp14ep_ep42598_wc74_wtmrca,4,0,145,47,88,1,0,0,285,1954,63,30
mult8_cgp14ep_ep55705_wc2748_rcam,14,7,108,42,56,5,8,7,247,1930,29,6
mult8_cgp14ep_ep19660_wc2048_csamrca,0,0,156,48,98,1,0,0,303,1863,65,26
mult8_cgp14ep_ep55705_wc130_csamcsa,8,5,142,50,81,5,3,5,299,2074,59,14
mult8_cgp14ep_ep63897_wc5_5_csamrca,1,0,162,48,100,0,0,0,311,1844,76,22
mult8_cgp14ep_ep63897_wc2872_csamcsa,31,18,85,48,35,20,12,12,261,2167,13,6
mult8_cgp14ep_ep49152_wc28_csamrca,7,0,150,48,90,1,1,1,298,1872,68,20
mult8_cgp14ep_ep26214_wc128_wtmcla,23,12,179,69,95,11,5,8,402,2928,66,32
mult8_cgp14ep_ep49152_wc6834_wtmcsa,31,8,124,60,58,8,12,8,309,2534,26,14
mult8_cgp14ep_ep55705_wc4870_csamcsa,16,11,111,61,40,9,10,4,262,2118,12,6
mult8_cgp14ep_ep26214_wc10_csamcsa,1,4,168,52,100,0,0,3,328,2015,74,22
mult8_cgp14ep_ep63897_wc3646_wtmrca,36,16,74,44,40,9,14,16,249,2090,19,10
mult8_cgp14ep_ep65536_wc2929_3_csamcsa,39,15,67,37,46,16,25,14,259,2194,12,6
mult8_cgp14ep_ep62259_wc253_csamrca,13,2,120,37,72,6,7,8,265,1950,51,14
mult8_cgp14ep_ep13107_wc524_wtmcla,24,11,189,65,110,7,7,4,417,2899,79,40
mult8_cgp14ep_ep65536_wc2329_csamrca,25,23,66,34,41,14,27,18,248,2033,14,8
mult8_cgp14ep_ep65536_wc4545_rcam,32,13,53,33,50,24,26,15,246,2050,5,6
mult8_cgp14ep_ep32768_wc8704_csamcsa,6,4,151,48,94,1,1,1,306,2060,55,26
mult8_cgp14ep_ep42598_wc1174_wtmcla,31,11,154,66,82,12,15,11,382,2975,45,16
mult8_cgp14ep_ep19660_wc82_2_rcam,4,0,153,49,90,0,2,1,299,1868,64,6
mult8_cgp14ep_ep63078_wc16896_wtmcsa,59,21,75,55,24,22,26,25,307,2623,0,2
mult8_cgp14ep_ep49152_wc6638_csamrca,4,4,128,52,67,3,3,4,265,1919,26,8
mult8_cgp14ep_ep63078_wc7808_rcam,25,11,76,49,41,8,22,11,243,2011,7,4
mult8_cgp14ep_ep55705_wc100_csamcsa,9,6,147,50,82,3,1,4,302,2074,60,18
mult8_cgp14ep_ep19660_wc1792_rcam,0,0,156,50,98,0,1,0,305,1857,65,18
mult8_cgp14ep_ep26214_wc32_wtmrca,2,0,157,50,93,1,0,0,303,1935,69,32
mult8_cgp14ep_ep63897_wc8901_wtmcla,61,22,76,63,44,26,29,32,353,3061,7,6
mult8_cgp14ep_ep62259_wc2304_rcam,24,9,88,47,42,11,4,21,246,1954,16,4
mult8_cgp14ep_ep32768_wc254_rcam,4,2,144,53,81,2,0,0,286,1885,55,4
mult8_cgp14ep_ep63897_wc256_wtmcsa,27,17,125,47,74,8,5,8,311,2551,53,24
mult8_cgp14ep_ep55705_wc34642_csamcsa,24,12,93,59,37,14,10,12,261,2157,7,0
mult8_cgp14ep_ep13107_wc2336_2_wtmrca,1,0,165,47,102,0,0,0,315,1926,73,40
mult8_cgp14ep_ep63897_wc20102_csamrca,40,20,59,41,20,15,17,20,232,2028,0,2
mult8_cgp14ep_ep55705_wc4466_csamcsa,28,16,105,61,38,12,8,5,273,2136,13,4
mult8_cgp14ep_ep32768_wc972_csamcsa,5,5,151,54,85,2,0,2,304,2075,47,14
mult8_cgp14ep_ep13107_wc576_2_csamrca,1,1,155,50,97,0,1,0,305,1866,69,20
mult8_cgp14ep_ep55705_wc84_csamrca,5,3,137,46,83,3,0,1,278,1903,57,18
mult8_cgp14ep_ep13107_wc4380_wtmcsa,9,9,178,55,104,7,4,5,371,2464,74,38
mult8_cgp14ep_ep13107_wc8_2_csamcsa,0,5,171,54,100,0,0,0,330,2018,74,22
mult8_cgp14ep_ep32768_wc10144_wtmcla,24,14,172,59,103,16,11,13,412,2934,57,40
mult8_cgp14ep_ep55705_wc964_wtmcsa,34,13,133,60,56,9,4,4,313,2533,36,16
mult8_cgp14ep_ep42598_wc1184_csamcsa,3,4,149,49,88,2,1,1,297,2065,55,26
mult8_cgp14ep_ep63078_wc535_rcam,13,8,105,43,63,4,15,12,263,1970,37,8
mult8_cgp14ep_ep19660_wc26_2_rcam,0,1,157,51,93,1,0,1,304,1850,70,8
mult8_cgp14ep_ep42598_wc1922_csamcsa,13,10,133,60,64,4,4,3,291,2089,35,10
mult8_cgp14ep_ep63078_wc1188_wtmrca,33,8,103,45,49,9,4,1,252,2062,31,16
mult8_cgp14ep_ep49152_wc3392_csamrca,9,4,129,48,74,2,7,2,275,1936,40,10
mult8_cgp14ep_ep13107_wc52_wtmcsa,8,7,184,62,107,3,3,3,377,2450,76,40
mult8_cgp14ep_ep26214_wc1298_wtmcsa,13,10,165,59,96,3,5,6,357,2486,65,34
mult8_cgp14ep_ep63897_wc105_5_wtmcla,33,8,149,58,87,11,8,16,370,2950,63,28
mult8_cgp14ep_ep63078_wc621_csamcsa,17,20,109,45,69,3,10,8,281,2120,36,10
mult8_cgp14ep_ep49152_wc9344_csamrca,12,6,110,53,59,5,6,3,254,1937,22,8
mult8_cgp14ep_ep26214_wc5080_wtmcla,22,19,178,65,105,9,3,10,411,2925,61,36
mult8_cgp14ep_ep63897_wc3_2_wtmcsa,5,8,194,61,115,2,1,0,386,2441,86,38
mult8_cgp14ep_ep19660_wc16_4_csamcsa,0,4,170,55,98,0,1,1,329,2011,73,20
mult8_cgp14ep_ep49152_wc10090_csamcsa,3,7,139,50,81,3,2,1,286,2075,47,20
mult8_cgp14ep_ep19660_wc33792_wtmcsa,13,7,170,51,104,9,8,8,370,2461,74,36
mult8_cgp14ep_ep42598_wc5_4_wtmrca,1,0,168,48,106,0,0,0,323,1914,82,36
mult8_cgp14ep_ep42598_wc2866_wtmrca,17,2,124,56,65,1,0,4,269,1995,45,18
mult8_cgp14ep_ep62259_wc203_wtmrca,19,0,123,39,79,1,2,2,265,2005,56,26
mult8_cgp14ep_ep63078_wc7043_wtmrca,41,14,73,45,25,14,20,12,244,2102,6,6
mult8_cgp14ep_ep19660_wc9272_csamcsa,1,4,162,53,94,0,1,0,315,2021,59,20
mult8_cgp14ep_ep26214_wc4806_rcam,3,1,150,48,87,0,0,0,289,1869,61,6
mult8_cgp14ep_ep65536_wc163_2_wtmcla,22,11,151,59,84,15,17,9,368,2952,61,26
mult8_cgp14ep_ep49152_wc40_csamcsa,5,5,155,52,89,3,2,1,312,2062,67,18
mult8_cgp14ep_ep42598_wc11_csamrca,2,0,156,47,95,2,1,0,303,1858,72,22
mult8_cgp14ep_ep64716_wc4545_rcam,29,30,54,24,34,29,22,22,244,2035,8,0
mult8_cgp14ep_ep26214_wc4420_wtmcla,22,8,180,60,111,16,10,13,420,2916,73,40
mult8_cgp14ep_ep32768_wc3976_wtmrca,0,0,153,50,88,0,0,0,291,1943,58,32
mult8_cgp14ep_ep13107_wc556_rcam,1,0,164,48,103,0,0,0,316,1844,76,14
mult8_cgp14ep_ep49152_wc1204_wtmrca,23,4,119,51,61,6,3,4,271,2010,34,18
mult8_cgp14ep_ep26214_wc186_rcam,4,4,144,52,89,2,1,0,296,1872,58,8
mult8_cgp14ep_ep63078_wc201_wtmrca,17,3,119,42,70,5,1,3,260,2024,53,24
mult8_cgp14ep_ep65536_wc22_5_wtmcla,23,7,179,70,103,6,9,6,403,2914,75,32
mult8_cgp14ep_ep13107_wc128_2_wtmcla,17,12,193,74,111,10,4,9,430,2910,74,38
mult8_cgp14ep_ep42598_wc960_wtmcla,26,10,159,63,96,10,8,15,387,2965,58,32
mult8_cgp14ep_ep26214_wc2184_csamrca,2,2,150,44,97,1,1,0,297,1868,65,22
mult8_cgp14ep_ep65536_wc2932_wtmcla,47,32,73,50,60,31,24,31,348,3085,23,14
mult8_cgp14ep_ep19660_wc17028_wtmcsa,12,10,175,58,102,3,2,9,371,2498,71,36
mult8_cgp14ep_ep49152_wc876_rcam,7,6,128,48,71,5,4,2,271,1903,43,8
mult8_cgp14ep_ep63897_wc2275_csamrca,39,6,82,37,45,11,12,11,243,2011,16,8
mult8_cgp14ep_ep49152_wc1210_rcam,4,2,130,43,77,5,2,5,268,1898,46,8
mult8_cgp14ep_ep64716_wc1509_wtmcsa,47,22,90,40,53,22,14,17,305,2610,28,14
mult8_cgp14ep_ep26214_wc7_wtmrca,0,0,165,48,102,0,0,0,315,1927,78,36
mult8_cgp14ep_ep32768_wc42_2_rcam,3,0,153,51,90,0,2,2,301,1867,68,8
mult8_cgp14ep_ep63078_wc253_wtmcsa,34,14,127,48,75,8,6,8,320,2574,54,22
mult8_cgp14ep_ep64716_wc203_2_csamrca,15,8,116,40,71,1,8,8,267,1931,51,12
mult8_cgp14ep_ep42598_wc3200_rcam,5,6,134,43,87,2,1,0,278,1893,56,12
mult8_cgp14ep_ep63078_wc26_rcam,2,4,149,47,92,3,0,0,297,1878,68,8
mult8_cgp14ep_ep63078_wc20546_wtmcsa,56,33,73,56,28,9,21,28,304,2591,3,0
mult8_cgp14ep_ep55705_wc67_5_wtmcla,21,8,175,71,96,6,5,11,393,2928,65,30
mult8_cgp14ep_ep63078_wc129_rcam,4,2,129,45,83,9,4,3,279,1921,59,4
mult8_cgp14ep_ep49152_wc6538_rcam,6,6,125,44,72,2,5,0,260,1895,41,10
mult8_cgp14ep_ep19660_wc390_wtmcla,20,11,179,65,100,8,8,8,399,2902,68,36
mult8_cgp14ep_ep32768_wc1868_wtmrca,3,4,149,48,87,1,2,0,294,1965,54,34
mult8_cgp14ep_ep62259_wc17_csamcsa,9,5,158,49,93,2,1,2,319,2034,70,20
mult8_cgp14ep_ep64716_wc1491_csamcsa,16,16,88,44,53,17,12,12,258,2171,20,8
mult8_cgp14ep_ep55705_wc66_wtmcla,21,12,161,60,91,13,11,16,385,2961,67,28
mult8_cgp14ep_ep13107_wc1024_3_wtmcsa,8,11,183,58,106,2,3,2,373,2470,77,40
mult8_cgp14ep_ep13107_wc16708_wtmcsa,11,9,174,52,103,3,5,7,364,2465,79,40
mult8_cgp14ep_ep63078_wc5_5_wtmcla,17,9,190,68,109,6,7,8,414,2909,78,36
mult8_cgp14ep_ep63897_wc32260_csamcsa,42,24,56,44,22,25,14,22,249,2205,0,2
mult8_cgp14ep_ep49152_wc390_wtmcla,25,12,153,68,88,10,7,10,373,2968,55,26
mult8_cgp14ep_ep42598_wc390_csamcsa,8,5,144,58,79,2,3,3,302,2071,47,14
mult8_cgp14ep_ep63078_wc32260_rcam,29,25,65,43,23,16,18,14,233,2007,0,6
mult8_cgp14ep_ep13107_wc32_2_csamcsa,1,4,168,56,96,1,0,1,327,2021,69,18
mult8_cgp14ep_ep62259_wc1840_wtmcla,53,17,110,63,56,12,22,20,353,3007,26,14
mult8_cgp14ep_ep26214_wc24_csamrca,0,0,157,49,92,2,1,0,301,1859,69,18
mult8_cgp14ep_ep64716_wc131_wtmrca,14,2,124,38,82,3,1,0,264,1984,62,28
mult8_cgp14ep_ep55705_wc1504_csamcsa,12,11,119,56,59,7,5,9,278,2110,31,8
mult8_cgp14ep_ep65536_wc251_wtmcsa,28,13,122,43,78,7,8,11,310,2562,56,24
mult8_cgp14ep_ep42598_wc2010_csamcsa,11,5,133,56,71,5,1,6,288,2082,40,8
mult8_cgp14ep_ep49152_wc64_2_wtmrca,5,0,147,45,90,1,0,0,288,1966,69,28
mult8_cgp14ep_ep62259_wc1876_wtmcsa,39,12,102,50,55,20,17,18,313,2582,24,16
mult8_cgp14ep_ep55705_wc488_csamrca,13,4,124,49,64,4,4,3,265,1913,38,14
mult8_cgp14ep_ep42598_wc8704_csamrca,4,2,134,44,86,2,2,1,275,1910,50,18
mult8_cgp14ep_ep63897_wc17_wtmrca,3,0,156,47,97,0,0,0,303,1943,75,32
mult8_cgp14ep_ep55705_wc22910_wtmrca,20,4,108,47,61,5,2,6,253,2033,32,20
mult8_cgp14ep_ep55705_wc8496_rcam,14,2,114,40,70,6,3,4,253,1924,35,10
mult8_cgp14ep_ep19660_wc38_2_wtmcsa,6,9,182,61,104,2,1,4,369,2461,79,36
mult8_cgp14ep_ep65536_wc966_rcam,16,11,92,41,57,11,11,11,250,1969,26,4
mult8_cgp14ep_ep26214_wc2304_csamcsa,4,4,159,55,90,1,1,2,316,2050,59,14
mult8_cgp14ep_ep55705_wc163_2_wtmcsa,21,9,142,56,81,5,5,4,323,2504,57,30
mult8_cgp14ep_ep63078_wc14_wtmcla,22,8,185,64,103,5,7,15,409,2915,77,38
mult8_cgp14ep_ep55705_wc5_2_rcam,1,0,161,48,99,0,0,1,310,1858,75,12
mult8_cgp14ep_ep19660_wc680_2_wtmrca,1,0,158,46,99,1,0,0,305,1923,68,42
mult8_cgp14ep_ep65536_wc2348_wtmcsa,52,22,76,40,45,19,21,27,302,2624,20,12
mult8_cgp14ep_ep26214_wc310_wtmcla,22,9,176,64,101,14,8,9,403,2933,62,32
mult8_cgp14ep_ep26214_wc768_2_wtmrca,1,1,159,48,98,1,1,0,309,1934,62,40
mult8_cgp14ep_ep42598_wc36734_csamrca,9,4,125,52,67,5,1,0,263,1925,30,2
mult8_cgp14ep_ep42598_wc340_csamrca,9,3,135,51,75,2,2,2,279,1913,50,14
mult8_cgp14ep_ep55705_wc962_csamcsa,16,14,122,51,57,5,4,6,275,2106,33,12
mult8_cgp14ep_ep13107_wc382_wtmcla,18,3,200,69,112,16,4,4,426,2890,73,34
mult8_cgp14ep_ep64716_wc25686_wtmrca,40,27,40,43,18,24,28,30,250,2155,0,2
mult8_cgp14ep_ep32768_wc10_2_wtmcsa,3,9,182,58,109,1,6,0,368,2480,85,36
mult8_cgp14ep_ep49152_wc1408_csamcsa,4,6,149,52,83,2,1,0,297,2054,48,12
mult8_cgp14ep_ep55705_wc2304_2_wtmcsa,33,7,125,62,59,13,9,9,317,2555,30,16
mult8_cgp14ep_ep55705_wc397_wtmrca,12,3,128,49,67,3,1,1,264,1986,47,18
mult8_cgp14ep_ep26214_wc20992_wtmcsa,18,8,162,56,98,6,3,3,354,2475,63,30
mult8_cgp14ep_ep64716_wc2880_wtmcsa,51,23,79,41,50,19,20,15,298,2632,22,10
mult8_cgp14ep_ep55705_wc32338_wtmcla,59,24,108,77,39,17,39,16,379,3020,4,0
mult8_cgp14ep_ep32768_wc434_wtmcsa,18,6,167,62,86,2,0,1,342,2467,63,24
mult8_cgp14ep_ep42598_wc8110_csamrca,4,5,131,53,77,4,2,4,280,1899,45,12
mult8_cgp14ep_ep63078_wc22_wtmrca,2,2,151,45,93,0,2,0,295,1950,69,34
mult8_cgp14ep_ep32768_wc40_3_wtmrca,1,0,159,49,96,0,0,0,305,1935,72,34
mult8_cgp14ep_ep32768_wc2294_wtmcsa,19,7,157,56,98,3,10,3,353,2487,68,30
mult8_cgp14ep_ep32768_wc254_csamrca,3,2,147,47,85,1,1,1,287,1891,56,16
mult8_cgp14ep_ep19660_wc366_csamcsa,3,5,160,55,93,0,1,5,322,2037,62,16
mult8_cgp14ep_ep32768_wc64_5_csamrca,0,1,153,51,88,1,0,0,294,1862,63,20
mult8_cgp14ep_ep62259_wc613_csamcsa,14,13,117,49,58,10,6,14,281,2130,36,12
mult8_cgp14ep_ep13107_wc112_3_rcam,1,0,161,47,102,0,0,0,311,1856,73,16
mult8_cgp14ep_ep26214_wc8768_csamcsa,1,4,167,50,103,0,0,1,326,2025,71,26
mult8_cgp14ep_ep26214_wc4304_wtmcla,22,12,174,60,109,11,8,12,408,2929,66,38
mult8_cgp14ep_ep13107_wc22_csamrca,3,0,159,48,96,0,0,0,306,1855,71,20
mult8_cgp14ep_ep32768_wc3874_wtmrca,7,0,145,51,81,3,2,4,293,1961,49,24
mult8_cgp14ep_ep42598_wc54_3_csamrca,4,0,152,48,90,0,2,0,296,1879,63,20
mult8_cgp14ep_ep42598_wc3104_wtmcla,22,12,166,58,95,20,13,15,401,2948,57,42
mult8_cgp14ep_ep62259_wc1494_csamrca,17,7,96,46,53,11,9,12,251,1977,22,10
mult8_cgp14ep_ep63897_wc3_wtmrca,1,0,171,48,109,0,0,0,329,1909,83,38
mult8_cgp14ep_ep62259_wc1209_wtmrca,30,10,96,42,47,10,5,9,249,2062,31,18
mult8_cgp14ep_ep49152_wc1162_csamrca,10,2,131,43,82,3,1,2,274,1924,51,18
mult8_cgp14ep_ep64716_wc7122_csamcsa,29,21,63,41,33,21,21,21,250,2215,5,6
mult8_cgp14ep_ep32768_wc5268_csamrca,3,1,147,49,93,0,1,1,295,1875,59,20
mult8_cgp14ep_ep63897_wc1202_wtmcsa,34,12,107,47,61,16,10,8,295,2587,34,18
mult8_cgp14ep_ep62259_wc42_wtmcsa,18,7,170,57,97,0,1,0,350,2501,76,30
mult8_cgp14ep_ep65536_wc961_wtmcsa,39,17,108,47,63,10,7,12,303,2597,42,20
mult8_cgp14ep_ep63078_wc610_wtmcla,46,17,126,54,71,15,14,21,364,3008,46,18
mult8_cgp14ep_ep32768_wc11_2_rcam,0,0,158,48,98,0,0,0,304,1856,73,12
mult8_cgp14ep_ep62259_wc83_wtmrca,9,2,132,45,78,1,1,1,269,1979,59,26
mult8_cgp14ep_ep32768_wc103_csamrca,5,0,148,54,84,1,2,2,296,1870,57,18
mult8_cgp14ep_ep63078_wc34_4_wtmcsa,8,7,171,57,102,0,0,1,346,2477,77,32
mult8_cgp14ep_ep19660_wc26852_csamcsa,2,4,156,50,93,2,1,1,309,2035,66,18
mult8_cgp14ep_ep13107_wc608_wtmcla,18,6,190,67,106,10,10,5,412,2911,74,38
mult8_cgp14ep_ep65536_wc9_3_rcam,1,1,158,47,99,0,0,0,306,1851,74,12
mult8_cgp14ep_ep26214_wc41728_wtmrca,6,1,157,49,93,0,0,0,306,1951,63,32
mult8_cgp14ep_ep63078_wc1464_csamcsa,32,16,93,40,52,11,5,14,263,2145,22,8
mult8_cgp14ep_ep42598_wc19752_csamrca,4,3,126,46,74,1,3,2,259,1908,42,6
mult8_cgp14ep_ep32768_wc8750_wtmcla,24,7,168,73,99,8,12,6,397,2957,53,36
mult8_cgp14ep_ep65536_wc54_wtmcsa,15,9,163,60,95,3,0,0,345,2506,74,28
mult8_cgp14ep_ep19660_wc18_wtmrca,1,1,164,50,99,0,0,0,315,1922,76,32
mult8_cgp14ep_ep64716_wc5_wtmcla,15,11,195,67,107,5,8,5,413,2907,76,38
mult8_cgp14ep_ep19660_wc90_2_wtmcla,15,12,188,58,107,9,15,8,412,2917,72,36
mult8_cgp14ep_ep42598_wc446_rcam,6,5,139,47,79,1,1,1,279,1901,55,8
mult8_cgp14ep_ep62259_wc3_rcam,0,0,165,48,102,0,0,0,315,1834,76,14
mult8_cgp14ep_ep19660_wc462_csamcsa,4,5,162,54,94,0,0,1,320,2027,66,20
mult8_cgp14ep_ep26214_wc222_csamrca,5,1,150,46,89,2,0,1,294,1871,61,16
mult8_cgp14ep_ep42598_wc2104_rcam,3,1,138,43,85,1,2,0,273,1878,58,8
mult8_cgp14ep_ep49152_wc4_csamrca,1,0,162,48,100,0,0,0,311,1844,76,22
mult8_cgp14ep_ep55705_wc16204_csamrca,14,8,101,49,47,4,8,7,238,1964,9,6
mult8_cgp14ep_ep42598_wc17056_rcam,6,2,141,47,84,1,2,0,283,1898,52,10
mult8_cgp14ep_ep32768_wc6952_wtmcsa,16,7,162,56,93,5,4,4,347,2483,60,42
mult8_cgp14ep_ep63897_wc84_2_csamcsa,11,8,142,50,82,6,2,2,303,2090,61,16
mult8_cgp14ep_ep32768_wc8762_csamcsa,3,9,150,54,83,1,4,3,307,2051,54,12
mult8_cgp14ep_ep49152_wc618_wtmrca,10,2,128,52,69,3,2,2,268,1982,46,20
mult8_cgp14ep_ep62259_wc83_wtmcsa,16,8,157,55,89,1,3,4,333,2532,68,28
mult8_cgp14ep_ep62259_wc83_csamrca,7,1,132,42,86,3,2,3,276,1924,60,16
mult8_cgp14ep_ep42598_wc3380_wtmrca,15,2,126,54,65,2,2,5,271,1992,37,16
mult8_cgp14ep_ep62259_wc3_3_wtmcla,22,9,199,63,116,9,8,4,430,2888,83,38
mult8_cgp14ep_ep62259_wc45458_wtmrca,41,12,84,55,30,7,15,10,254,2099,3,0
mult8_cgp14ep_ep63897_wc761_2_csamrca,21,15,93,40,56,7,6,13,251,1972,30,10
mult8_cgp14ep_ep63897_wc83_csamrca,7,6,134,41,86,0,4,4,282,1915,60,18
mult8_cgp14ep_ep19660_wc24716_csamcsa,6,2,154,47,96,0,2,2,309,2027,66,22
mult8_cgp14ep_ep63078_wc497_wtmrca,23,6,103,39,61,7,4,3,246,2023,44,18
mult8_cgp14ep_ep13107_wc512_2_wtmrca,0,0,163,47,102,0,2,0,314,1930,76,34
mult8_cgp14ep_ep13107_wc7172_wtmrca,1,1,166,49,102,0,0,0,319,1924,75,40
mult8_cgp14ep_ep19660_wc2688_rcam,0,0,155,47,99,0,0,0,301,1868,69,18
mult8_cgp14ep_ep63078_wc32258_csamcsa,54,21,62,46,20,22,19,16,260,2199,0,2
mult8_cgp14ep_ep13107_wc62_2_wtmcla,22,8,183,66,105,9,13,10,416,2912,70,38
mult8_cgp14ep_ep62259_wc774_wtmrca,25,7,101,40,58,4,5,9,249,2055,34,20
mult8_cgp14ep_ep13107_wc148_2_wtmcsa,6,8,187,60,107,1,2,6,377,2453,79,40
mult8_cgp14ep_ep63897_wc247_wtmrca,20,0,115,39,72,2,5,2,255,2016,52,24
mult8_cgp14ep_ep63078_wc60930_wtmcla,55,38,83,75,31,34,24,29,369,3045,0,2
mult8_cgp14ep_ep65536_wc1201_wtmrca,43,8,77,34,51,11,16,17,257,2089,33,16
mult8_cgp14ep_ep55705_wc8898_rcam,20,5,102,55,42,8,7,7,246,1943,10,6
mult8_cgp14ep_ep49152_wc9_3_csamrca,1,0,158,48,98,0,0,0,305,1844,74,22
mult8_cgp14ep_ep62259_wc13824_wtmcla,60,29,84,66,32,28,40,31,370,3065,1,2
mult8_cgp14ep_ep42598_wc496_csamrca,6,2,142,51,76,3,2,0,282,1882,48,16
mult8_cgp14ep_ep42598_wc2304_2_csamrca,2,1,149,46,93,0,0,1,292,1872,67,18
mult8_cgp14ep_ep32768_wc316_wtmrca,4,0,151,49,86,2,0,1,293,1941,60,28
mult8_cgp14ep_ep49152_wc94_2_csamcsa,9,5,155,50,88,1,2,2,312,2065,62,16
mult8_cgp14ep_ep42598_wc64_rcam,5,0,148,47,86,2,2,0,290,1862,64,6
mult8_cgp14ep_ep62259_wc4_2_wtmcla,17,6,194,67,111,4,7,12,418,2898,80,36
mult8_cgp14ep_ep26214_wc128_4_wtmcla,23,8,184,67,105,7,4,8,406,2928,70,32
mult8_cgp14ep_ep19660_wc16_5_wtmrca,1,0,170,48,106,0,0,0,325,1909,80,38
mult8_cgp14ep_ep63897_wc1200_rcam,20,9,94,31,56,17,12,8,247,1979,30,2
mult8_cgp14ep_ep49152_wc2782_wtmcsa,22,12,144,58,83,4,7,6,336,2526,48,34
mult8_cgp14ep_ep63897_wc618_wtmrca,25,7,98,35,62,9,3,7,246,2037,41,20
mult8_cgp14ep_ep49152_wc34_wtmrca,6,0,148,44,91,0,0,0,289,1959,69,32
mult8_cgp14ep_ep42598_wc1_wtmcsa,7,7,192,63,113,1,1,2,386,2442,86,38
mult8_cgp14ep_ep32768_wc2462_csamcsa,2,5,158,54,91,0,1,1,312,2036,57,18
mult8_cgp14ep_ep65536_wc4_5_wtmcla,16,2,198,73,117,4,3,10,423,2877,89,38
mult8_cgp14ep_ep63897_wc4458_wtmrca,39,16,71,40,35,13,11,11,236,2104,14,10
mult8_cgp14ep_ep62259_wc497_2_wtmrca,23,1,108,37,74,2,3,4,252,2015,51,26
mult8_cgp14ep_ep13107_wc6144_csamrca,0,0,164,49,102,0,0,0,315,1829,72,26
mult8_cgp14ep_ep32768_wc21588_csamcsa,3,2,148,49,92,2,4,3,303,2057,57,24
mult8_cgp14ep_ep32768_wc25962_csamrca,4,3,139,49,81,0,1,1,278,1881,48,12
mult8_cgp14ep_ep49152_wc25936_wtmrca,24,9,113,54,53,2,7,6,268,2026,22,12
mult8_cgp14ep_ep55705_wc2246_rcam,15,12,110,53,51,5,6,7,259,1949,22,4
mult8_cgp14ep_ep65536_wc20097_wtmcsa,39,42,40,35,41,59,30,30,316,2655,2,2
