Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep13107_wc2688_2_wtmcla,25,6,190,69,108,7,7,18,430,2906,73,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc2688_3_wtmcla,17,11,188,67,107,8,6,14,418,2892,73,42,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc2688_wtmcla,22,6,182,66,115,10,8,12,421,2926,76,40,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc26_wtmcla,18,13,191,67,104,3,5,6,407,2888,73,38,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 407]"
mult8_cgp14ep_ep13107_wc272_wtmcla,26,16,192,66,105,11,4,10,430,2927,75,36,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc276_wtmcla,24,12,188,65,111,10,8,7,425,2915,72,40,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc278_wtmcla,14,12,186,69,108,11,5,4,409,2897,73,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep13107_wc280_wtmcla,24,9,182,69,110,9,5,9,417,2895,70,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc2816_wtmcla,24,11,177,72,104,5,12,11,416,2898,70,40,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc2820_wtmcla,21,11,189,62,109,9,15,12,428,2906,71,44,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc284_wtmcla,19,5,191,65,106,15,8,4,413,2890,72,38,"[0, 0, 9, 1, 5, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep13107_wc286_wtmcla,17,11,194,62,111,9,10,7,421,2911,75,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc2880_wtmcla,25,10,189,63,105,5,16,12,425,2916,72,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc288_wtmcla,23,12,180,67,108,6,12,11,419,2927,71,40,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc28_wtmcla,22,17,182,64,107,8,6,10,416,2906,74,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc292_wtmcla,14,6,194,66,115,10,8,7,420,2908,78,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc296_2_wtmcla,16,8,193,67,113,9,9,13,428,2894,73,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc296_wtmcla,18,9,178,64,114,11,14,7,415,2885,69,40,"[0, 0, 12, 7, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep13107_wc2_2_wtmcla,11,9,200,73,118,6,9,6,432,2877,88,38,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep13107_wc2_3_wtmcla,14,7,202,69,114,9,10,11,436,2876,83,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 436]"
mult8_cgp14ep_ep13107_wc2_4_wtmcla,17,4,201,68,117,6,12,9,434,2893,85,38,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 434]"
mult8_cgp14ep_ep13107_wc2_wtmcla,14,6,206,68,113,10,13,6,436,2863,83,38,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 436]"
mult8_cgp14ep_ep13107_wc302_wtmcla,21,6,189,69,112,4,9,10,420,2908,76,32,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc308_wtmcla,21,6,191,63,106,6,10,11,414,2907,72,38,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc30_wtmcla,24,6,193,70,101,6,8,5,413,2902,71,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep13107_wc3104_wtmcla,23,14,182,62,113,11,9,10,424,2902,77,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc310_wtmcla,16,9,181,67,108,10,12,9,412,2905,72,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep13107_wc3136_wtmcla,24,13,188,66,115,10,7,8,431,2884,76,40,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 431]"
mult8_cgp14ep_ep13107_wc320_wtmcla,19,11,182,67,111,9,10,11,420,2932,71,38,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc324_wtmcla,15,14,194,70,105,4,7,11,420,2877,70,44,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc32768_wtmcla,17,14,181,65,114,5,14,14,424,2906,72,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc32808_wtmcla,26,12,182,65,115,8,10,15,433,2928,74,42,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 433]"
mult8_cgp14ep_ep13107_wc32844_wtmcla,26,10,180,66,114,13,8,11,428,2905,75,38,"[0, 0, 5, 5, 5, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc32864_wtmcla,22,10,179,66,111,11,8,9,416,2881,73,44,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc32896_2_wtmcla,25,13,190,64,112,12,11,11,438,2915,75,40,"[0, 0, 8, 4, 5, 0, 0, 0]","[490, 438]"
mult8_cgp14ep_ep13107_wc32896_wtmcla,14,11,188,62,118,10,14,8,425,2898,74,40,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc328_2_wtmcla,15,7,196,73,104,6,4,11,416,2899,71,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc328_wtmcla,18,6,196,66,109,8,10,9,422,2902,73,44,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc32_wtmcla,18,7,183,69,105,16,5,9,412,2886,71,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep13107_wc33024_wtmcla,30,8,176,62,110,12,11,6,415,2915,74,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep13107_wc33032_wtmcla,25,11,183,60,113,10,11,13,426,2896,76,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep13107_wc33040_wtmcla,25,15,179,65,112,9,7,16,428,2899,73,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc33056_2_wtmcla,17,9,179,67,112,18,7,10,419,2910,73,40,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc33056_3_wtmcla,28,11,184,62,112,9,5,15,426,2893,75,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep13107_wc33056_wtmcla,20,9,178,63,108,12,15,16,421,2906,72,40,"[0, 0, 4, 6, 4, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc33088_wtmcla,20,13,180,66,107,21,12,5,424,2894,75,36,"[0, 0, 6, 5, 5, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc33280_wtmcla,27,15,183,60,110,12,8,6,421,2914,75,40,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc3328_wtmcla,20,9,184,64,116,10,12,10,425,2907,74,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc33312_wtmcla,25,8,188,76,109,4,12,8,430,2893,71,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc338_wtmcla,18,7,188,70,105,8,8,8,412,2909,76,36,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep13107_wc340_wtmcla,19,6,188,62,110,6,10,13,414,2898,73,38,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc34816_2_wtmcla,25,14,184,58,111,13,6,11,422,2903,78,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc34816_wtmcla,19,15,178,66,119,8,14,10,429,2907,78,40,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 429]"
mult8_cgp14ep_ep13107_wc34832_wtmcla,19,14,177,65,117,12,11,12,427,2913,74,40,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep13107_wc34852_wtmcla,38,9,175,54,117,14,13,7,427,2917,73,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep13107_wc34880_wtmcla,22,7,182,60,117,13,12,12,425,2895,77,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc352_2_wtmcla,21,4,194,65,106,4,8,6,408,2890,76,38,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep13107_wc352_wtmcla,14,18,191,71,112,7,10,16,439,2919,76,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 439]"
mult8_cgp14ep_ep13107_wc36880_wtmcla,25,15,178,61,114,13,13,10,429,2901,77,40,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 429]"
mult8_cgp14ep_ep13107_wc36_wtmcla,15,13,191,69,105,5,7,12,417,2914,74,38,"[0, 0, 6, 2, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc382_wtmcla,18,3,200,69,112,16,4,4,426,2890,73,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep13107_wc388_wtmcla,26,8,184,67,106,12,12,7,422,2890,72,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc38_wtmcla,13,9,198,69,107,7,6,9,418,2887,77,34,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc392_2_wtmcla,17,8,193,71,116,8,6,6,425,2906,74,40,"[0, 0, 10, 1, 5, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc392_wtmcla,13,7,186,68,111,16,12,7,420,2913,74,38,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc404_wtmcla,21,12,184,68,107,8,6,10,416,2898,74,38,"[0, 0, 4, 3, 3, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc40960_2_wtmcla,22,14,185,57,109,12,7,14,420,2900,74,38,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc40960_wtmcla,24,9,187,60,114,9,15,8,426,2910,74,40,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep13107_wc4096_2_wtmcla,22,15,186,61,108,10,11,10,423,2912,72,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc4096_3_wtmcla,22,9,186,67,111,11,10,14,430,2889,76,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc4096_wtmcla,27,11,183,62,113,5,6,12,419,2886,73,40,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc40_2_wtmcla,15,9,191,68,110,7,9,5,414,2897,76,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc40_wtmcla,22,9,196,67,105,7,5,3,414,2883,74,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc4116_wtmcla,22,9,190,68,106,5,6,14,420,2906,75,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc4136_wtmcla,14,8,192,65,110,14,5,14,422,2893,77,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc416_wtmcla,21,11,191,63,111,11,8,17,433,2895,75,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 433]"
mult8_cgp14ep_ep13107_wc4224_wtmcla,19,13,177,62,110,15,16,10,422,2905,75,40,"[0, 0, 12, 2, 5, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc424_wtmcla,16,10,182,62,110,16,11,10,417,2896,72,38,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc4288_wtmcla,21,12,182,65,116,11,7,9,423,2901,79,40,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc42_wtmcla,22,9,189,67,111,6,4,10,418,2888,74,36,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc4352_wtmcla,20,15,186,58,115,4,9,10,417,2918,77,44,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc4368_wtmcla,28,9,178,66,108,7,12,13,421,2918,70,40,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc4388_wtmcla,32,13,177,62,106,11,10,12,423,2911,73,38,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc4488_wtmcla,20,11,182,61,113,10,13,9,419,2926,72,44,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc448_wtmcla,19,13,185,65,107,11,10,8,418,2914,70,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc45056_wtmcla,26,10,182,59,112,13,14,12,428,2920,77,40,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc4516_wtmcla,29,5,183,68,108,8,9,9,419,2906,71,40,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc4672_wtmcla,25,9,180,60,113,13,11,14,425,2911,74,40,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc46_2_wtmcla,20,8,191,69,105,7,11,5,416,2894,74,34,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc46_wtmcla,16,7,190,68,106,7,6,9,409,2877,74,32,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep13107_wc4736_wtmcla,34,15,183,57,112,9,9,8,427,2888,78,40,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep13107_wc4744_wtmcla,24,15,180,60,116,5,13,6,419,2901,72,40,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc484_wtmcla,11,3,192,68,109,7,10,16,416,2903,75,42,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc4896_wtmcla,24,9,184,67,111,10,9,12,426,2912,75,42,"[0, 0, 3, 4, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep13107_wc4_2_wtmcla,15,12,190,72,111,9,10,8,427,2904,82,36,"[0, 0, 12, 5, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep13107_wc4_3_wtmcla,16,13,193,69,108,6,6,8,419,2899,79,36,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc4_wtmcla,18,8,191,66,111,9,10,6,419,2893,78,36,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc50_wtmcla,19,11,186,62,107,7,11,12,415,2918,74,36,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep13107_wc5120_wtmcla,18,8,197,69,117,5,5,9,428,2892,83,42,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc512_2_wtmcla,24,14,183,63,109,10,8,13,424,2918,73,40,"[0, 0, 5, 6, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc512_wtmcla,21,6,186,65,111,9,5,10,413,2898,74,40,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep13107_wc514_wtmcla,20,9,183,59,111,4,12,10,408,2886,71,42,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep13107_wc520_wtmcla,19,9,186,70,106,10,8,14,422,2903,70,40,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc524_wtmcla,24,11,189,65,110,7,7,4,417,2899,79,40,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc528_wtmcla,20,6,195,66,110,9,13,10,429,2900,74,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 429]"
mult8_cgp14ep_ep13107_wc532_wtmcla,24,14,178,61,109,8,12,15,421,2933,69,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc5376_wtmcla,16,11,181,67,110,15,6,12,418,2908,73,40,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc5384_wtmcla,21,12,178,69,110,8,15,12,425,2890,75,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc542_wtmcla,24,5,186,71,108,5,6,9,414,2906,74,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc544_wtmcla,23,10,182,72,110,13,9,9,428,2909,69,38,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc548_wtmcla,23,14,188,67,106,8,8,10,424,2887,74,38,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc552_wtmcla,14,6,189,74,113,9,9,11,425,2913,75,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc554_wtmcla,26,7,186,65,101,5,7,12,409,2910,70,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep13107_wc5632_wtmcla,17,8,191,67,110,11,11,10,425,2900,74,42,"[0, 0, 10, 1, 5, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc56_wtmcla,14,14,198,65,113,10,8,8,430,2887,75,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc584_wtmcla,20,20,179,63,112,5,11,12,422,2903,74,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc58_wtmcla,21,9,190,61,109,11,8,12,421,2905,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc608_wtmcla,18,6,190,67,106,10,10,5,412,2911,74,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep13107_wc60_wtmcla,18,8,188,67,112,9,10,6,418,2908,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc612_wtmcla,20,13,174,62,108,9,14,8,408,2909,69,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep13107_wc6240_wtmcla,24,12,191,56,104,10,20,7,424,2918,76,42,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc62_2_wtmcla,22,8,183,66,105,9,13,10,416,2912,70,38,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc62_wtmcla,22,12,182,60,110,15,11,11,423,2932,77,38,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc6408_wtmcla,24,9,185,64,114,13,13,10,432,2906,77,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep13107_wc640_2_wtmcla,21,6,207,63,111,6,5,11,430,2888,77,40,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc640_3_wtmcla,17,9,199,65,115,5,8,13,431,2881,77,40,"[0, 0, 11, 2, 5, 0, 0, 0]","[490, 431]"
mult8_cgp14ep_ep13107_wc640_wtmcla,24,11,182,65,113,9,8,12,424,2907,76,40,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc64_2_wtmcla,22,7,195,72,107,5,12,10,430,2894,78,40,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep13107_wc64_3_wtmcla,22,7,194,67,109,8,5,6,418,2890,74,38,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc64_4_wtmcla,17,9,188,71,106,4,10,12,417,2903,73,38,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc64_5_wtmcla,18,8,192,72,110,6,9,8,423,2906,73,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc64_wtmcla,22,9,191,64,108,8,5,3,410,2885,75,34,"[0, 0, 5, 4, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep13107_wc668_wtmcla,21,10,193,68,102,8,9,9,420,2914,70,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc672_wtmcla,29,8,195,67,110,8,7,11,435,2891,72,40,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 435]"
mult8_cgp14ep_ep13107_wc68_2_wtmcla,16,9,186,74,107,11,8,5,416,2892,73,42,"[0, 0, 5, 3, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc68_3_wtmcla,22,14,187,66,105,7,10,3,414,2911,75,38,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc68_wtmcla,25,9,190,66,101,10,7,9,417,2895,71,38,"[0, 0, 12, 1, 5, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep13107_wc6_2_wtmcla,15,5,188,63,116,5,7,15,414,2905,81,38,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep13107_wc6_wtmcla,23,12,192,65,108,7,6,10,423,2896,82,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep13107_wc704_wtmcla,20,11,190,67,114,6,8,8,424,2915,77,42,"[0, 0, 8, 3, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc70_wtmcla,19,6,190,65,115,7,5,13,420,2903,74,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc712_2_wtmcla,23,9,195,66,109,9,9,8,428,2910,71,40,"[0, 0, 9, 1, 5, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc712_wtmcla,22,11,185,67,110,5,8,12,420,2895,77,40,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep13107_wc7168_wtmcla,25,11,184,60,114,14,10,10,428,2919,77,42,"[0, 0, 5, 5, 5, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep13107_wc720_wtmcla,16,9,182,63,107,7,18,14,416,2917,71,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc7232_wtmcla,22,12,186,66,114,14,10,7,431,2908,74,42,"[0, 0, 8, 3, 4, 0, 0, 0]","[490, 431]"
mult8_cgp14ep_ep13107_wc74_2_wtmcla,21,5,196,73,106,6,4,11,422,2888,76,36,"[0, 0, 4, 2, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc74_wtmcla,14,9,190,68,106,8,11,10,416,2908,72,40,"[0, 0, 2, 3, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep13107_wc768_wtmcla,23,9,189,66,111,9,7,10,424,2899,70,42,"[0, 0, 3, 4, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep13107_wc76_2_wtmcla,21,9,196,71,107,5,5,8,422,2894,73,40,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep13107_wc76_wtmcla,17,11,191,66,110,13,11,10,429,2912,74,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 429]"
mult8_cgp14ep_ep13107_wc772_2_wtmcla,14,8,188,70,105,16,12,8,421,2924,71,40,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc772_wtmcla,20,6,184,68,116,6,12,15,427,2919,75,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep13107_wc774_wtmcla,31,7,183,68,106,13,7,10,425,2922,73,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc78_wtmcla,18,12,183,67,108,9,10,11,418,2904,75,34,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc80_2_wtmcla,18,10,193,72,111,9,4,8,425,2896,77,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep13107_wc80_wtmcla,21,10,189,66,106,10,8,9,419,2890,71,38,"[0, 0, 6, 5, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep13107_wc8192_wtmcla,27,10,192,64,111,3,16,11,434,2896,75,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 434]"
mult8_cgp14ep_ep13107_wc8240_wtmcla,25,13,178,67,109,10,12,7,421,2899,73,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep13107_wc8288_wtmcla,21,3,178,64,122,9,10,11,418,2898,77,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep13107_wc82_wtmcla,18,4,193,72,109,6,7,6,415,2907,78,38,"[0, 0, 3, 2, 1, 0, 0, 0]","[490, 415]"
