Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep49152_wc20360_wtmcla,34,18,151,57,89,12,17,14,392,2932,51,24,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep49152_wc20480_wtmcla,37,20,137,61,77,25,17,14,388,3011,37,10,"[0, 0, 4, 5, 3, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep49152_wc20888_wtmcla,38,17,138,62,75,19,18,19,386,2998,29,18,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc2106_wtmcla,44,8,145,68,65,11,12,13,366,2948,39,22,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep49152_wc2116_wtmcla,33,12,160,56,88,12,8,11,380,2928,55,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc21242_wtmcla,37,19,129,68,70,22,10,17,372,3021,25,6,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc21728_wtmcla,33,20,140,65,77,15,16,13,379,3007,40,16,"[0, 0, 8, 6, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc21_2_wtmcla,18,7,188,67,105,12,8,11,416,2914,77,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep49152_wc21_wtmcla,19,6,177,64,107,8,9,11,401,2921,76,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep49152_wc2212_wtmcla,39,20,135,66,74,11,16,10,371,2947,41,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep49152_wc22164_wtmcla,21,25,149,61,91,20,13,13,393,2975,52,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc226_wtmcla,21,9,162,62,88,11,12,15,380,2951,58,24,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc2272_wtmcla,32,8,136,71,76,15,21,14,373,2964,39,18,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc22734_wtmcla,37,17,134,73,62,22,15,19,379,2999,20,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc22924_wtmcla,29,16,139,65,81,17,13,16,376,3006,40,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc22_2_wtmcla,17,8,182,68,99,12,10,11,407,2949,72,32,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 407]"
mult8_cgp14ep_ep49152_wc22_3_wtmcla,22,6,181,75,101,9,8,10,412,2936,73,32,"[0, 0, 13, 0, 4, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep49152_wc22_4_wtmcla,27,10,176,61,105,8,8,11,406,2920,75,32,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep49152_wc22_5_wtmcla,19,8,179,64,109,9,6,8,402,2924,76,34,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep49152_wc22_wtmcla,20,9,177,66,107,5,7,8,399,2920,74,34,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep49152_wc2326_wtmcla,40,18,142,64,68,11,24,13,380,2990,39,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc2330_2_wtmcla,41,11,139,67,65,12,18,16,369,2956,36,14,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep49152_wc2330_wtmcla,38,17,143,61,72,9,17,15,372,2932,39,16,"[0, 0, 5, 5, 4, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc2332_wtmcla,40,9,145,70,68,17,18,13,380,2989,35,14,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc2338_wtmcla,26,14,138,78,72,11,14,19,372,2996,28,14,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc2340_wtmcla,29,19,143,61,86,20,14,13,385,2954,46,28,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep49152_wc2402_wtmcla,26,19,139,66,82,18,13,12,375,2987,43,18,"[0, 0, 7, 4, 5, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc244_wtmcla,28,9,161,66,87,8,10,16,385,2960,54,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep49152_wc250_wtmcla,25,11,159,66,82,19,10,9,381,2925,53,26,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc25136_wtmcla,33,18,147,60,77,18,15,16,384,2967,36,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc2536_wtmcla,27,12,147,63,86,16,13,18,382,2973,42,22,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc25376_wtmcla,35,13,145,63,86,10,21,11,384,2973,43,30,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc25504_wtmcla,25,18,148,62,96,14,18,15,396,2978,53,28,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep49152_wc25600_wtmcla,49,24,126,82,47,11,12,27,378,2988,16,2,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep49152_wc256_wtmcla,28,16,157,66,88,12,12,9,388,2935,56,28,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep49152_wc25974_wtmcla,43,13,130,71,65,17,13,21,373,2999,21,14,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc26012_wtmcla,35,28,126,67,65,20,18,27,386,2994,19,10,"[0, 0, 10, 8, 0, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc2604_wtmcla,44,15,143,66,71,9,14,9,371,2960,30,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep49152_wc2638_wtmcla,31,12,155,67,80,16,5,9,375,2947,49,22,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc26428_wtmcla,38,13,149,62,78,14,19,18,391,2959,32,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep49152_wc26832_wtmcla,40,23,134,75,65,16,18,17,388,2971,23,18,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep49152_wc2690_wtmcla,30,8,147,66,79,16,18,12,376,2957,42,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc26_wtmcla,17,4,185,67,107,10,11,9,410,2920,73,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep49152_wc27070_wtmcla,33,15,146,67,83,15,10,20,389,2965,51,24,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc27208_wtmcla,24,25,150,55,89,20,10,20,393,2975,44,32,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc27258_wtmcla,37,22,136,65,70,17,17,18,382,2995,27,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc27428_wtmcla,29,19,144,60,84,14,15,16,381,2952,50,24,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc274_wtmcla,31,10,158,66,86,11,9,16,387,2957,55,22,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep49152_wc2778_wtmcla,31,19,140,68,62,16,17,19,372,2997,34,20,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc2787_wtmcla,36,10,134,75,65,20,21,15,376,2989,30,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc2788_wtmcla,46,19,119,72,53,19,19,16,363,2958,24,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep49152_wc27_2_wtmcla,19,8,178,69,110,7,5,10,406,2928,74,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep49152_wc27_3_wtmcla,21,6,176,61,105,6,10,7,392,2926,69,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep49152_wc27_4_wtmcla,23,6,181,66,103,4,10,9,402,2920,73,32,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep49152_wc27_5_wtmcla,28,5,180,68,103,10,3,3,400,2940,69,32,"[0, 0, 4, 3, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep49152_wc27_wtmcla,30,8,172,65,100,6,7,5,393,2925,70,32,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc2834_wtmcla,34,20,140,69,73,8,13,22,379,2977,36,24,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc28428_wtmcla,46,24,116,70,51,21,18,23,369,2983,15,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep49152_wc28944_wtmcla,29,7,156,64,99,15,9,10,389,2940,52,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc2900_wtmcla,41,16,131,65,70,17,18,12,370,2954,32,16,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep49152_wc2902_wtmcla,36,19,129,60,76,16,19,15,370,2960,43,24,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep49152_wc290_wtmcla,35,10,157,60,90,10,14,4,380,2945,54,28,"[0, 0, 1, 3, 4, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc2914_wtmcla,37,19,134,70,69,17,14,14,374,2962,28,18,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc2928_wtmcla,37,20,133,79,55,14,12,25,375,3005,28,12,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc298_wtmcla,28,16,162,67,92,7,8,11,391,2948,56,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep49152_wc29970_wtmcla,45,25,134,59,72,11,14,15,375,2968,26,8,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc29_wtmcla,15,9,186,66,99,11,5,7,398,2911,70,36,"[0, 0, 9, 3, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep49152_wc2_2_wtmcla,17,8,202,68,117,7,7,2,428,2885,83,38,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 428]"
mult8_cgp14ep_ep49152_wc2_3_wtmcla,16,11,202,67,116,10,5,8,435,2886,84,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 435]"
mult8_cgp14ep_ep49152_wc2_4_wtmcla,17,6,204,65,115,7,7,6,427,2881,85,40,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 427]"
mult8_cgp14ep_ep49152_wc2_5_wtmcla,19,9,202,73,114,7,6,3,433,2881,84,40,"[0, 0, 8, 3, 1, 0, 0, 0]","[490, 433]"
mult8_cgp14ep_ep49152_wc2_wtmcla,15,10,198,71,115,4,10,7,430,2886,83,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep49152_wc3024_wtmcla,38,14,142,59,88,11,15,14,381,2963,40,28,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc304_wtmcla,18,14,168,72,94,12,7,6,391,2951,63,30,"[0, 0, 1, 4, 4, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep49152_wc306_wtmcla,28,14,156,60,81,18,14,8,379,2936,54,24,"[0, 0, 6, 2, 5, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc308_wtmcla,29,11,150,71,79,16,15,12,383,2973,51,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc3102_wtmcla,33,14,151,61,79,17,18,16,389,2967,48,22,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc31062_wtmcla,24,13,159,57,96,15,15,19,398,2977,57,34,"[0, 0, 2, 5, 3, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep49152_wc310_wtmcla,23,10,157,72,82,12,12,13,381,2953,54,24,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc3130_wtmcla,32,17,146,67,66,16,14,17,375,2959,39,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc31376_wtmcla,26,17,133,73,58,14,18,21,360,2995,17,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep49152_wc318_wtmcla,20,11,166,66,95,10,17,11,396,2941,63,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep49152_wc31922_wtmcla,43,28,122,70,63,22,9,12,369,2991,23,8,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep49152_wc319_wtmcla,27,13,157,68,82,13,8,13,381,2981,53,24,"[0, 0, 8, 5, 0, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc32852_wtmcla,39,16,137,68,61,23,14,14,372,2992,26,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc32960_wtmcla,36,14,127,67,69,18,20,20,371,2966,34,10,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep49152_wc3298_wtmcla,39,23,136,67,70,12,13,14,374,3000,29,16,"[0, 0, 11, 5, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc32_2_wtmcla,16,10,184,64,106,5,6,9,400,2917,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep49152_wc32_wtmcla,14,8,175,71,104,9,11,7,399,2937,74,32,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep49152_wc3308_wtmcla,34,7,148,67,91,12,11,16,386,2955,45,30,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc33134_wtmcla,38,18,127,75,55,20,23,16,372,2988,25,6,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc3334_wtmcla,34,19,140,62,74,15,14,21,379,3002,33,20,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc33424_wtmcla,34,15,137,65,73,21,14,23,382,2998,31,20,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc33664_wtmcla,35,20,141,69,85,15,9,15,389,2978,40,20,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc33950_wtmcla,33,28,135,76,59,21,20,22,394,2997,21,12,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep49152_wc3414_wtmcla,33,13,140,70,77,9,14,19,375,2982,41,16,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc3482_wtmcla,44,14,137,66,73,11,13,19,377,2971,37,26,"[0, 0, 0, 2, 4, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc3486_wtmcla,37,10,151,55,79,15,9,11,367,2952,46,14,"[0, 0, 5, 3, 5, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep49152_wc34982_wtmcla,48,15,121,69,63,22,15,13,366,3005,22,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep49152_wc34_wtmcla,23,10,183,60,107,9,12,6,410,2919,72,32,"[0, 0, 8, 2, 5, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep49152_wc35588_wtmcla,26,22,147,53,91,18,14,22,393,2950,49,36,"[0, 0, 7, 8, 0, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc358_wtmcla,23,8,168,64,95,8,12,6,384,2911,63,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc3608_wtmcla,37,20,130,70,67,19,18,25,386,3002,36,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc3690_wtmcla,32,12,150,69,74,17,10,13,377,2939,39,22,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc37264_wtmcla,42,23,133,66,68,17,11,12,372,2961,25,14,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc378_wtmcla,35,7,151,68,78,16,21,11,387,2943,52,24,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep49152_wc380_wtmcla,33,14,152,72,80,10,11,10,382,2960,49,22,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc384_wtmcla,26,9,167,63,93,12,4,15,389,2940,61,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc386_2_wtmcla,33,13,153,64,85,10,10,18,386,2962,54,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc386_wtmcla,36,16,142,67,78,12,12,10,373,2925,48,20,"[0, 0, 11, 5, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc390_wtmcla,25,12,153,68,88,10,7,10,373,2968,55,26,"[0, 0, 3, 4, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc398_wtmcla,24,9,166,66,84,9,11,8,377,2893,53,24,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc3_2_wtmcla,14,10,200,65,115,6,12,13,435,2899,84,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 435]"
mult8_cgp14ep_ep49152_wc3_3_wtmcla,21,3,193,65,118,9,6,9,424,2909,85,40,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep49152_wc3_4_wtmcla,15,8,200,61,116,11,8,13,432,2909,83,38,"[0, 0, 9, 3, 5, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep49152_wc3_5_wtmcla,11,7,195,69,116,5,10,10,423,2861,83,38,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 423]"
mult8_cgp14ep_ep49152_wc3_wtmcla,17,10,196,66,115,11,10,10,435,2879,84,38,"[0, 0, 10, 4, 1, 0, 0, 0]","[490, 435]"
mult8_cgp14ep_ep49152_wc404_wtmcla,31,11,154,60,80,12,11,26,385,2947,57,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep49152_wc40614_wtmcla,48,23,114,72,57,16,17,18,365,3016,18,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep49152_wc40_wtmcla,22,10,166,68,104,8,15,7,400,2964,69,30,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep49152_wc41474_wtmcla,28,16,114,73,61,20,28,27,367,2984,22,6,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep49152_wc418_wtmcla,26,16,147,70,85,15,12,12,383,2940,52,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc41942_wtmcla,41,21,126,69,60,23,20,21,381,2974,17,6,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc4240_wtmcla,36,18,151,66,74,7,11,21,384,2973,46,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc4290_wtmcla,36,24,137,66,80,14,12,15,384,2964,42,20,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc42_2_wtmcla,20,16,177,64,101,6,3,9,396,2940,70,34,"[0, 0, 0, 4, 4, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep49152_wc42_3_wtmcla,23,11,168,62,99,7,8,8,386,2935,71,30,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc42_wtmcla,22,11,173,59,100,10,7,4,386,2947,70,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc4318_wtmcla,24,23,136,60,86,24,17,18,388,2984,47,24,"[0, 1, 10, 6, 1, 1, 0, 0]","[490, 388]"
mult8_cgp14ep_ep49152_wc43_2_wtmcla,26,8,181,62,104,10,6,7,404,2928,71,30,"[0, 0, 4, 3, 1, 0, 0, 0]","[490, 404]"
mult8_cgp14ep_ep49152_wc43_wtmcla,24,8,166,64,99,7,7,10,385,2926,71,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep49152_wc4434_wtmcla,34,28,142,63,70,12,15,19,383,2983,32,14,"[0, 0, 2, 3, 4, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc4470_wtmcla,39,18,131,62,75,20,13,16,374,2971,40,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc4532_wtmcla,42,10,149,62,84,12,11,20,390,2966,48,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 390]"
mult8_cgp14ep_ep49152_wc45572_wtmcla,36,14,132,72,73,20,16,18,381,2953,27,20,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc4566_wtmcla,41,8,132,82,58,16,19,16,372,3009,22,10,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc4574_wtmcla,48,18,138,58,74,14,19,14,383,2954,44,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc462_wtmcla,28,16,152,67,78,13,11,18,383,2967,50,22,"[0, 0, 1, 2, 5, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc464_wtmcla,33,12,157,64,85,12,7,13,383,2955,56,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc466_wtmcla,35,9,152,62,88,10,14,12,382,2947,54,28,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc468_2_wtmcla,34,12,156,63,84,12,11,10,382,2951,53,22,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc468_wtmcla,33,10,151,65,83,16,11,15,384,2939,49,24,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc4724_wtmcla,35,13,149,65,76,19,16,20,393,2978,43,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc4750_wtmcla,33,24,128,70,74,14,21,18,382,3005,21,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc4818_wtmcla,46,15,128,72,65,20,16,13,375,3007,25,8,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc482_2_wtmcla,30,21,164,66,85,5,9,12,392,2949,53,22,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep49152_wc482_3_wtmcla,27,15,157,73,88,8,21,6,395,2980,55,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep49152_wc482_wtmcla,33,15,153,69,79,15,10,12,386,2972,49,24,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc4864_wtmcla,35,19,132,71,56,16,16,21,366,2974,25,10,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep49152_wc496_wtmcla,26,17,153,68,76,12,15,10,377,2958,46,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc4970_wtmcla,34,13,146,67,79,14,7,13,373,2991,43,20,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc4_2_wtmcla,14,5,193,67,109,11,12,5,416,2914,78,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep49152_wc4_3_wtmcla,13,10,199,64,113,8,11,7,425,2912,82,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep49152_wc4_4_wtmcla,17,7,198,66,116,9,9,8,430,2883,86,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep49152_wc4_5_wtmcla,14,9,205,69,118,12,5,8,440,2911,86,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 440]"
mult8_cgp14ep_ep49152_wc4_wtmcla,15,5,188,65,117,10,8,7,415,2906,83,40,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep49152_wc50_wtmcla,23,8,176,61,100,7,10,10,395,2929,70,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep49152_wc52000_wtmcla,46,18,114,75,62,17,22,22,376,3012,24,6,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc5286_wtmcla,30,15,157,65,85,8,8,13,381,2952,50,22,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc52_wtmcla,19,9,174,59,100,10,6,5,382,2917,68,32,"[0, 0, 3, 4, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc5330_wtmcla,41,19,139,68,68,12,12,13,372,2977,36,14,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 372]"
